L,22716,98,8485224,6960,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:23:53,-73.70389557378031,3.5364392663890527,BC:76:5E:89:41:B0,643963.43727711,390988.2290372
L,22716,99,8485225,6673,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:24:00,-73.70389533262446,3.536427592185635,BC:76:5E:89:41:B0,643963.46586915,390986.93834512
L,22716,100,8485226,24071,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:24:20,-73.70391716564922,3.5364318890503816,BC:76:5E:89:41:B0,643961.0397125,390987.41003238
L,22716,101,8485227,10579,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:24:46,-73.70396920981028,3.5364721507297188,BC:76:5E:89:41:B0,643955.25176467,390991.85339673
L,22716,102,8485228,35,'Cliente nuevo',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:25:02,-73.70399281532252,3.5364810830142024,BC:76:5E:89:41:B0,643952.6279823,390992.83731305
L,22716,103,8485228,35,'Cliente nuevo',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:25:05,-73.70400522701627,3.536484920983806,BC:76:5E:89:41:B0,643951.24853944,390993.25972447
L,22716,104,8485229,11015,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:25:24,-73.70403721471584,3.5365558141670825,BC:76:5E:89:41:B0,643947.68399614,391001.0928948
L,22716,105,8485230,3678,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:25:44,-73.70413114721892,3.5365979446128,BC:76:5E:89:41:B0,643937.24226595,391005.73638132
L,22716,106,8485231,9976,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:25:48,-73.70411367632828,3.536595004611027,BC:76:5E:89:41:B0,643939.18361062,391005.41403566
L,22716,107,8485232,5377,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:26:00,-73.70409687155316,3.536630840422742,BC:76:5E:89:41:B0,643941.04497213,391009.37873852
L,22716,108,8485233,11308,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:26:16,-73.70410385869639,3.5366530237728506,BC:76:5E:89:41:B0,643940.26532792,391011.83030247
L,22716,109,8485234,7321,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:26:31,-73.70411525906103,3.536706843919943,BC:76:5E:89:41:B0,643938.9905253,391017.7790263
L,22716,110,8485235,12986,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:26:46,-73.70417177100053,3.536742566088419,BC:76:5E:89:41:B0,643932.70694229,391021.71979858
L,22716,111,8485236,11593,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:27:09,-73.70421199190226,3.5368177481664613,BC:76:5E:89:41:B0,643928.22708946,391030.02588341
L,22716,112,8485237,2740,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:27:20,-73.7042634212789,3.536843964328409,BC:76:5E:89:41:B0,643922.50961043,391032.91643581
L,22716,113,8485238,10899,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:27:41,-73.70434618402707,3.536898803394903,BC:76:5E:89:41:B0,643913.30680393,391038.96675171
L,22716,114,8485239,8193,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:28:10,-73.70452631004942,3.5369872333120598,BC:76:5E:89:41:B0,643893.28245911,391048.71586591
L,22716,115,8485240,754,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:28:32,-73.70461250163096,3.5369446268011226,BC:76:5E:89:41:B0,643883.7137677,391043.99182518
L,22716,116,8485241,4379,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:29:13,-73.70440228782788,3.5368284601243496,BC:76:5E:89:41:B0,643907.08492638,391031.18072689
L,22716,117,8485242,957,'Consumo 0',-1,-1,'Normal',-1,-1,'Normal',0,med en gabinete ,-1,2037,2017-05-31 07:29:35,-73.70445461092855,3.5367695386230973,BC:76:5E:89:41:B0,643901.28129465,391024.65810821
L,22716,118,8485242,957,'Consumo 0',-1,-1,'Normal',-1,-1,'Normal',0,med en gabinete ,-1,2037,2017-05-31 07:29:38,-73.70445615137916,3.536765818725398,BC:76:5E:89:41:B0,643901.11073544,391024.24658824
L,22716,119,8485243,13579,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:29:54,-73.70445928458489,3.536743481904366,BC:76:5E:89:41:B0,643900.76610419,391021.77648771
L,22716,120,8485244,24858,'Consumo 0',-1,-1,'Normal',-1,-1,'Normal',7,,-1,2037,2017-05-31 07:30:49,-73.70434557915588,3.5367340992204195,BC:76:5E:89:41:B0,643913.39940866,391020.75673823
L,22716,121,8485244,24858,'Consumo 0',-1,-1,'Normal',-1,-1,'Normal',7,,-1,2037,2017-05-31 07:30:53,-73.70434557892445,3.5367340993035734,BC:76:5E:89:41:B0,643913.39943436,391020.75674746
L,22716,122,8485245,94,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:31:12,-73.70427588672051,3.536652403146472,BC:76:5E:89:41:B0,643921.15434138,391011.73501749
L,22716,123,8485246,1950,'Consumo 0',-1,-1,'Normal',-1,-1,'Normal',0,m12,-1,2037,2017-05-31 07:32:27,-73.70421600778766,3.536619047734759,BC:76:5E:89:41:B0,643927.81160791,391008.05644096
L,22716,124,8485246,1950,'Consumo 0',-1,-1,'Normal',-1,-1,'Normal',0,m12,-1,2037,2017-05-31 07:32:35,-73.70421600778766,3.536619047734759,BC:76:5E:89:41:B0,643927.81160791,391008.05644096
L,22716,125,8485247,7024,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:32:54,-73.70420911134032,3.5366026497750633,BC:76:5E:89:41:B0,643928.58028361,391006.24451028
L,22716,126,8485248,21060,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:34:14,-73.70408811803273,3.536482309401491,BC:76:5E:89:41:B0,643942.0403415,390992.95813116
L,22716,127,8485249,1672,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:35:04,-73.70403765134147,3.53638738819455,BC:76:5E:89:41:B0,643947.66147583,390982.4712264
L,22716,128,8485250,26,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:35:23,-73.70401270068851,3.5363346414646886,BC:76:5E:89:41:B0,643950.44145372,390976.64328268
L,22716,129,8485251,7259,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:35:28,-73.70400336117834,3.536315650691076,BC:76:5E:89:41:B0,643951.48193685,390974.54506262
L,22716,130,8485252,12294,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:36:05,-73.70410558995138,3.536127721838579,BC:76:5E:89:41:B0,643940.15403822,390953.75132776
L,22716,131,8485253,28370,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:36:25,-73.70415914509134,3.5360879878263334,BC:76:5E:89:41:B0,643934.21057115,390949.3499343
L,22716,132,8485254,16020,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,m50,-1,2037,2017-05-31 07:36:58,-73.70422243069706,3.536112527752701,BC:76:5E:89:41:B0,643927.17620381,390952.05332162
L,22716,133,8485255,13964,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:37:13,-73.70420356946866,3.5360979675115507,BC:76:5E:89:41:B0,643929.27379841,390950.446428
L,22716,134,8485256,27663,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:37:25,-73.7042546515569,3.5360370493707487,BC:76:5E:89:41:B0,643923.60833684,390943.70324818
L,22716,135,8485257,19859,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:37:42,-73.70429918417275,3.5359864543121384,BC:76:5E:89:41:B0,643918.66888234,390938.10242983
L,22716,136,8485258,9073,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:38:04,-73.70438695141178,3.5359647230609075,BC:76:5E:89:41:B0,643908.92191529,390935.68616709
L,22716,137,8485259,11576,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:38:19,-73.70441751273246,3.5359417769136043,BC:76:5E:89:41:B0,643905.53030777,390933.14444775
L,22716,138,8485260,33198,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:38:39,-73.70454046847809,3.535856117443385,BC:76:5E:89:41:B0,643891.8840043,390923.65467052
L,22716,139,8485262,13636,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:39:00,-73.7046293896477,3.535819184947494,BC:76:5E:89:41:B0,643882.01118638,390919.5575447
L,22716,140,8485263,2215,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:39:03,-73.70462520215717,3.535812380149104,BC:76:5E:89:41:B0,643882.47743616,390918.80583795
L,22716,141,8485264,5048,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:39:15,-73.70465362559432,3.5357793320039046,BC:76:5E:89:41:B0,643879.32488888,390915.14754903
L,22716,142,8485265,13575,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:39:27,-73.70467766104728,3.5357898742349434,BC:76:5E:89:41:B0,643876.65309468,390916.30940082
L,22716,143,8485270,321,'Normal',-1,-1,'Normal',-1,-1,'Normal',0,,-1,2037,2017-05-31 07:39:47,-73.70469449500416,3.5357995072806983,BC:76:5E:89:41:B0,643874.78147599,390917.3718465
